OBJECTID,landcoversLandCoverId,landcoversDataSource,landcoversMeasuredAt,siteName,landcoversMeasurementLatitude,landcoversMeasurementLongitude,elevation,landcoversMeasurementElevation,landcoversMucCode,landcoversMucDetails,landcoversMucDescription,landcoversDownwardExtraData,landcoversDownwardPhotoUrl,landcoversDryGround,landcoversEastClassifications,landcoversEastExtraData,landcoversEastPhotoUrl,landcoversFieldNotes,landcoversLeavesOnTrees,landcoversMuddy,landcoversNorthClassifications,landcoversNorthExtraData,landcoversNorthPhotoUrl,landcoversRainingSnowing,landcoversSnowIce,landcoversSouthClassifications,landcoversSouthExtraData,landcoversSouthPhotoUrl,landcoversStandingWater,landcoversUpwardExtraData,landcoversUpwardPhotoUrl,landcoversWestClassifications,landcoversWestExtraData,landcoversWestPhotoUrl
25,32927,GLOBE Observer App,6/20/20 20:07,10SEG834293,37.30680084,-122.058197,133.3000031,127.199997,null,,null,(source: camera),https://data.globe.gov/system/photos/2020/06/20/1701561/original.jpg,TRUE,null,"(source: app, (compassData.horizon: -2.5999999999999943))",https://data.globe.gov/system/photos/2020/06/20/1701557/original.jpg,(none),TRUE,FALSE,null,"(source: app, (compassData.horizon: 1.5999999999999943))",https://data.globe.gov/system/photos/2020/06/20/1701556/original.jpg,FALSE,FALSE,null,"(source: app, (compassData.horizon: 0.29999999999999716))",https://data.globe.gov/system/photos/2020/06/20/1701558/original.jpg,FALSE,"(source: app, (compassData.horizon: 77.6))",https://data.globe.gov/system/photos/2020/06/20/1701560/original.jpg,null,"(source: app, (compassData.horizon: -0.09999999999999432))",https://data.globe.gov/system/photos/2020/06/20/1701559/original.jpg
26,32928,GLOBE Observer App,6/20/20 20:19,10SEG839293,37.30670166,-122.052803,120.3000031,119.0999985,null,,null,(source: camera),https://data.globe.gov/system/photos/2020/06/20/1701567/original.jpg,TRUE,null,"(source: app, (compassData.horizon: 0.6999999999999886))",https://data.globe.gov/system/photos/2020/06/20/1701563/original.jpg,(none),TRUE,FALSE,null,"(source: app, (compassData.horizon: 4.099999999999994))",https://data.globe.gov/system/photos/2020/06/20/1701562/original.jpg,FALSE,FALSE,null,"(source: app, (compassData.horizon: -2.0999999999999943))",https://data.globe.gov/system/photos/2020/06/20/1701564/original.jpg,FALSE,"(source: app, (compassData.horizon: 87.1))",https://data.globe.gov/system/photos/2020/06/20/1701566/original.jpg,null,"(source: app, (compassData.horizon: -3.799999999999997))",https://data.globe.gov/system/photos/2020/06/20/1701565/original.jpg
27,32938,GLOBE Observer App,6/21/20 0:31,16SGC455673,34.0182991,-84.34059906,287.1000061,291.2000122,null,,null,"(source: app, (compassData.horizon: -79.99923827388807))",https://data.globe.gov/system/photos/2020/06/21/1701669/original.jpg,TRUE,null,"(source: app, (compassData.horizon: 5.3446154998394775))",https://data.globe.gov/system/photos/2020/06/21/1701665/original.jpg,(none),TRUE,FALSE,null,"(source: app, (compassData.horizon: 11.914589197785673))",https://data.globe.gov/system/photos/2020/06/21/1701663/original.jpg,FALSE,FALSE,null,"(source: app, (compassData.horizon: -3.7702225651112116))",https://data.globe.gov/system/photos/2020/06/21/1701666/original.jpg,FALSE,"(source: app, (compassData.horizon: 89.33205561981838))",https://data.globe.gov/system/photos/2020/06/21/1701668/original.jpg,null,"(source: app, (compassData.horizon: -3.261303057228133))",https://data.globe.gov/system/photos/2020/06/21/1701667/original.jpg
28,32940,GLOBE Observer App,6/21/20 0:39,16SGC449673,34.01860046,-84.34750366,286.7999878,298.1000061,null,,null,(source: camera),https://data.globe.gov/system/photos/2020/06/21/1701692/original.jpg,TRUE,null,"(source: app, (compassData.horizon: -15.154231415745201))",https://data.globe.gov/system/photos/2020/06/21/1701688/original.jpg,(none),TRUE,TRUE,null,"(source: app, (compassData.horizon: -3.110660568701064))",https://data.globe.gov/system/photos/2020/06/21/1701687/original.jpg,FALSE,FALSE,null,"(source: app, (compassData.horizon: -12.547037029791639))",https://data.globe.gov/system/photos/2020/06/21/1701689/original.jpg,TRUE,"(source: app, (compassData.horizon: 84.2186579475438))",https://data.globe.gov/system/photos/2020/06/21/1701691/original.jpg,null,"(source: app, (compassData.horizon: -5.446238372250988))",https://data.globe.gov/system/photos/2020/06/21/1701690/original.jpg
29,32941,GLOBE Observer App,6/21/20 0:50,16SGC434671,34.01710129,-84.36309814,315.2000122,313.7000122,null,,null,"(source: app, (compassData.horizon: -84.25264683018165))",https://data.globe.gov/system/photos/2020/06/21/1701698/original.jpg,TRUE,null,"(source: app, (compassData.horizon: -1.0920857923084242))",https://data.globe.gov/system/photos/2020/06/21/1701694/original.jpg,(none),TRUE,TRUE,null,"(source: app, (compassData.horizon: -2.7861820233718078))",https://data.globe.gov/system/photos/2020/06/21/1701693/original.jpg,FALSE,FALSE,null,"(source: app, (compassData.horizon: 2.4130772224056187))",https://data.globe.gov/system/photos/2020/06/21/1701695/original.jpg,FALSE,"(source: app, (compassData.horizon: 87.74694070933823))",https://data.globe.gov/system/photos/2020/06/21/1701697/original.jpg,null,"(source: app, (compassData.horizon: 18.386878649390624))",https://data.globe.gov/system/photos/2020/06/21/1701696/original.jpg
30,32942,GLOBE Observer App,6/21/20 1:07,15RTN648973,29.78389931,-95.43260193,18.5,18.70000076,null,,null,(source: camera),https://data.globe.gov/system/photos/2020/06/21/1701719/original.jpg,TRUE,null,(source: camera),https://data.globe.gov/system/photos/2020/06/21/1701715/original.jpg,(none),TRUE,FALSE,null,(source: camera),https://data.globe.gov/system/photos/2020/06/21/1701714/original.jpg,FALSE,FALSE,null,(source: camera),https://data.globe.gov/system/photos/2020/06/21/1701716/original.jpg,TRUE,(source: camera),https://data.globe.gov/system/photos/2020/06/21/1701718/original.jpg,null,(source: camera),https://data.globe.gov/system/photos/2020/06/21/1701717/original.jpg
31,32970,GLOBE Observer App,6/21/20 1:59,10TET719745,47.62070084,-122.0430985,182.1000061,183.6000061,null,,null,(source: camera),https://data.globe.gov/system/photos/2020/06/21/1702935/original.jpg,TRUE,null,(source: camera),https://data.globe.gov/system/photos/2020/06/21/1702931/original.jpg,"sunny light rain, sewer",FALSE,FALSE,null,(source: camera),https://data.globe.gov/system/photos/2020/06/21/1702930/original.jpg,FALSE,FALSE,null,(source: camera),https://data.globe.gov/system/photos/2020/06/21/1702932/original.jpg,FALSE,(source: camera),https://data.globe.gov/system/photos/2020/06/21/1702934/original.jpg,null,(source: camera),https://data.globe.gov/system/photos/2020/06/21/1702933/original.jpg
32,32983,GLOBE Observer App,6/21/20 2:27,10TET728738,47.61380005,-122.0299988,112.699997,111.3000031,null,,null,(source: camera),https://data.globe.gov/system/photos/2020/06/21/1703023/original.jpg,TRUE,null,(source: camera),https://data.globe.gov/system/photos/2020/06/21/1703019/original.jpg,"Sunny, windy, garbage cans",FALSE,FALSE,null,null,null,FALSE,FALSE,null,(source: camera),https://data.globe.gov/system/photos/2020/06/21/1703020/original.jpg,FALSE,(source: camera),https://data.globe.gov/system/photos/2020/06/21/1703022/original.jpg,null,(source: camera),https://data.globe.gov/system/photos/2020/06/21/1703021/original.jpg
33,33001,GLOBE Observer App,6/21/20 14:49,18SUJ057269,39.07030106,-77.24500275,92.30000305,96.5,null,,null,(source: camera),https://data.globe.gov/system/photos/2020/06/21/1703319/original.jpg,TRUE,null,(source: camera),https://data.globe.gov/system/photos/2020/06/21/1703315/original.jpg,(none),TRUE,FALSE,null,(source: camera),https://data.globe.gov/system/photos/2020/06/21/1703314/original.jpg,FALSE,FALSE,null,(source: camera),https://data.globe.gov/system/photos/2020/06/21/1703316/original.jpg,FALSE,(source: camera),https://data.globe.gov/system/photos/2020/06/21/1703318/original.jpg,null,(source: camera),https://data.globe.gov/system/photos/2020/06/21/1703317/original.jpg
34,32984,GLOBE Observer App,6/21/20 2:33,10TET726741,47.61640167,-122.0332031,107.699997,107.9000015,null,,null,(source: camera),https://data.globe.gov/system/photos/2020/06/21/1703029/original.jpg,TRUE,null,(source: camera),https://data.globe.gov/system/photos/2020/06/21/1703024/original.jpg,"Parking lot, drains, sunny",FALSE,FALSE,null,null,null,FALSE,FALSE,null,(source: camera),https://data.globe.gov/system/photos/2020/06/21/1703025/original.jpg,FALSE,(source: camera),https://data.globe.gov/system/photos/2020/06/21/1703028/original.jpg,null,(source: camera),https://data.globe.gov/system/photos/2020/06/21/1703027/original.jpg
35,32985,GLOBE Observer App,6/21/20 2:37,10TET731741,47.61619949,-122.026001,108.5999985,108.9000015,null,,null,(source: camera),https://data.globe.gov/system/photos/2020/06/21/1703036/original.jpg,TRUE,null,(source: camera),https://data.globe.gov/system/photos/2020/06/21/1703031/original.jpg,"Sunny, woody area",FALSE,FALSE,null,(source: camera),https://data.globe.gov/system/photos/2020/06/21/1703030/original.jpg,FALSE,FALSE,null,(source: camera),https://data.globe.gov/system/photos/2020/06/21/1703032/original.jpg,FALSE,(source: camera),https://data.globe.gov/system/photos/2020/06/21/1703034/original.jpg,null,(source: camera),https://data.globe.gov/system/photos/2020/06/21/1703033/original.jpg
36,32980,GLOBE Observer App,6/21/20 2:42,10TET732745,47.61999893,-122.0258026,117.199997,116.4000015,null,,null,(source: camera),https://data.globe.gov/system/photos/2020/06/21/1703012/original.jpg,TRUE,null,(source: camera),https://data.globe.gov/system/photos/2020/06/21/1703007/original.jpg,Sunny,FALSE,FALSE,null,(source: camera),https://data.globe.gov/system/photos/2020/06/21/1703006/original.jpg,FALSE,FALSE,null,(source: camera),https://data.globe.gov/system/photos/2020/06/21/1703008/original.jpg,FALSE,(source: camera),https://data.globe.gov/system/photos/2020/06/21/1703011/original.jpg,null,(source: camera),https://data.globe.gov/system/photos/2020/06/21/1703009/original.jpg
37,32986,GLOBE Observer App,6/21/20 2:45,10TET729748,47.62250137,-122.0294037,135.3999939,135,null,,null,(source: camera),https://data.globe.gov/system/photos/2020/06/21/1703050/original.jpg,TRUE,null,(source: camera),https://data.globe.gov/system/photos/2020/06/21/1703042/original.jpg,Sunny,FALSE,FALSE,null,(source: camera),https://data.globe.gov/system/photos/2020/06/21/1703039/original.jpg,FALSE,FALSE,null,(source: camera),https://data.globe.gov/system/photos/2020/06/21/1703044/original.jpg,FALSE,(source: camera),https://data.globe.gov/system/photos/2020/06/21/1703048/original.jpg,null,(source: camera),https://data.globe.gov/system/photos/2020/06/21/1703046/original.jpg
38,32987,GLOBE Observer App,6/21/20 2:49,10TET731751,47.62519836,-122.0268021,123.8000031,122.5,null,,null,(source: camera),https://data.globe.gov/system/photos/2020/06/21/1703056/original.jpg,TRUE,null,(source: camera),rejected,Sunny,FALSE,FALSE,null,(source: camera),https://data.globe.gov/system/photos/2020/06/21/1703051/original.jpg,FALSE,FALSE,null,(source: camera),https://data.globe.gov/system/photos/2020/06/21/1703053/original.jpg,FALSE,(source: camera),https://data.globe.gov/system/photos/2020/06/21/1703055/original.jpg,null,(source: camera),https://data.globe.gov/system/photos/2020/06/21/1703054/original.jpg
39,32993,GLOBE Observer App,6/21/20 2:54,10TET726750,47.625,-122.0329971,129.8000031,133.8000031,null,,null,(source: camera),https://data.globe.gov/system/photos/2020/06/21/1703180/original.jpg,TRUE,null,(source: camera),rejected,Sunny,FALSE,FALSE,null,(source: camera),https://data.globe.gov/system/photos/2020/06/21/1703169/original.jpg,FALSE,FALSE,null,null,null,FALSE,(source: camera),https://data.globe.gov/system/photos/2020/06/21/1703179/original.jpg,null,(source: camera),https://data.globe.gov/system/photos/2020/06/21/1703178/original.jpg
40,32989,GLOBE Observer App,6/21/20 2:57,10TET727746,47.62080002,-122.0322037,125.9000015,125.4000015,null,,null,(source: camera),https://data.globe.gov/system/photos/2020/06/21/1703087/original.jpg,TRUE,null,(source: camera),https://data.globe.gov/system/photos/2020/06/21/1703081/original.jpg,"Sunny, drains",FALSE,FALSE,null,(source: camera),https://data.globe.gov/system/photos/2020/06/21/1703080/original.jpg,FALSE,FALSE,null,(source: camera),https://data.globe.gov/system/photos/2020/06/21/1703082/original.jpg,FALSE,(source: camera),https://data.globe.gov/system/photos/2020/06/21/1703085/original.jpg,null,(source: camera),https://data.globe.gov/system/photos/2020/06/21/1703083/original.jpg
41,32994,GLOBE Observer App,6/21/20 3:03,10TET722740,47.61600113,-122.0382004,107.5,109.3000031,null,,null,(source: camera),https://data.globe.gov/system/photos/2020/06/21/1703188/original.jpg,TRUE,null,(source: camera),https://data.globe.gov/system/photos/2020/06/21/1703182/original.jpg,"Grassy areas, sunny",FALSE,FALSE,null,(source: camera),https://data.globe.gov/system/photos/2020/06/21/1703181/original.jpg,FALSE,FALSE,null,(source: camera),https://data.globe.gov/system/photos/2020/06/21/1703183/original.jpg,FALSE,(source: camera),https://data.globe.gov/system/photos/2020/06/21/1703186/original.jpg,null,(source: camera),https://data.globe.gov/system/photos/2020/06/21/1703185/original.jpg
42,32995,GLOBE Observer App,6/21/20 3:08,10TET722745,47.62060165,-122.0382996,167.8999939,160.6000061,null,,null,(source: camera),https://data.globe.gov/system/photos/2020/06/21/1703200/original.jpg,TRUE,null,(source: camera),https://data.globe.gov/system/photos/2020/06/21/1703192/original.jpg,"Sunny, hill",FALSE,FALSE,null,(source: camera),https://data.globe.gov/system/photos/2020/06/21/1703189/original.jpg,FALSE,FALSE,null,(source: camera),https://data.globe.gov/system/photos/2020/06/21/1703195/original.jpg,FALSE,(source: camera),https://data.globe.gov/system/photos/2020/06/21/1703198/original.jpg,null,(source: camera),https://data.globe.gov/system/photos/2020/06/21/1703196/original.jpg
43,33023,GLOBE Observer App,6/21/20 14:52,18SUJ060266,39.06769943,-77.24210358,110,112.8000031,null,,null,(source: camera),https://data.globe.gov/system/photos/2020/06/21/1703481/original.jpg,TRUE,null,(source: camera),https://data.globe.gov/system/photos/2020/06/21/1703475/original.jpg,(none),TRUE,FALSE,null,(source: camera),https://data.globe.gov/system/photos/2020/06/21/1703473/original.jpg,FALSE,FALSE,null,(source: camera),https://data.globe.gov/system/photos/2020/06/21/1703477/original.jpg,FALSE,(source: camera),https://data.globe.gov/system/photos/2020/06/21/1703479/original.jpg,null,(source: camera),https://data.globe.gov/system/photos/2020/06/21/1703478/original.jpg
44,33003,GLOBE Observer App,6/21/20 14:55,18SUJ062259,39.06140137,-77.23989868,90.69999695,88.19999695,null,,null,(source: camera),https://data.globe.gov/system/photos/2020/06/21/1703331/original.jpg,TRUE,null,(source: camera),https://data.globe.gov/system/photos/2020/06/21/1703327/original.jpg,(none),TRUE,FALSE,null,(source: camera),https://data.globe.gov/system/photos/2020/06/21/1703326/original.jpg,FALSE,FALSE,null,(source: camera),https://data.globe.gov/system/photos/2020/06/21/1703328/original.jpg,FALSE,(source: camera),https://data.globe.gov/system/photos/2020/06/21/1703330/original.jpg,null,(source: camera),https://data.globe.gov/system/photos/2020/06/21/1703329/original.jpg
45,33007,GLOBE Observer App,6/21/20 15:04,18SUJ060251,39.0542984,-77.24120331,96.19999695,96.09999847,null,,null,(source: camera),https://data.globe.gov/system/photos/2020/06/21/1703354/original.jpg,TRUE,null,(source: camera),https://data.globe.gov/system/photos/2020/06/21/1703350/original.jpg,(none),TRUE,TRUE,null,(source: camera),https://data.globe.gov/system/photos/2020/06/21/1703349/original.jpg,FALSE,FALSE,null,(source: camera),https://data.globe.gov/system/photos/2020/06/21/1703351/original.jpg,FALSE,(source: camera),https://data.globe.gov/system/photos/2020/06/21/1703353/original.jpg,null,(source: camera),https://data.globe.gov/system/photos/2020/06/21/1703352/original.jpg
46,33008,GLOBE Observer App,6/21/20 15:12,18SUJ057249,39.0522995,-77.24520111,97.09999847,100.5999985,null,,null,(source: camera),https://data.globe.gov/system/photos/2020/06/21/1703360/original.jpg,TRUE,null,(source: camera),https://data.globe.gov/system/photos/2020/06/21/1703356/original.jpg,(none),TRUE,FALSE,null,(source: camera),https://data.globe.gov/system/photos/2020/06/21/1703355/original.jpg,FALSE,FALSE,null,(source: camera),https://data.globe.gov/system/photos/2020/06/21/1703357/original.jpg,FALSE,(source: camera),https://data.globe.gov/system/photos/2020/06/21/1703359/original.jpg,null,(source: camera),https://data.globe.gov/system/photos/2020/06/21/1703358/original.jpg
47,33012,GLOBE Observer App,6/21/20 15:25,18SUJ043250,39.05250168,-77.26080322,86.59999847,93,null,,null,(source: camera),https://data.globe.gov/system/photos/2020/06/21/1703384/original.jpg,TRUE,null,(source: camera),https://data.globe.gov/system/photos/2020/06/21/1703380/original.jpg,(none),TRUE,FALSE,null,(source: camera),https://data.globe.gov/system/photos/2020/06/21/1703379/original.jpg,FALSE,FALSE,null,(source: camera),https://data.globe.gov/system/photos/2020/06/21/1703381/original.jpg,FALSE,(source: camera),https://data.globe.gov/system/photos/2020/06/21/1703383/original.jpg,null,(source: camera),https://data.globe.gov/system/photos/2020/06/21/1703382/original.jpg
48,33013,GLOBE Observer App,6/21/20 15:27,18SUJ047252,39.05490112,-77.25679779,90.5,89.40000153,null,,null,(source: camera),https://data.globe.gov/system/photos/2020/06/21/1703390/original.jpg,TRUE,null,(source: camera),https://data.globe.gov/system/photos/2020/06/21/1703386/original.jpg,(none),TRUE,FALSE,null,(source: camera),https://data.globe.gov/system/photos/2020/06/21/1703385/original.jpg,FALSE,FALSE,null,(source: camera),https://data.globe.gov/system/photos/2020/06/21/1703387/original.jpg,FALSE,(source: camera),https://data.globe.gov/system/photos/2020/06/21/1703389/original.jpg,null,(source: camera),https://data.globe.gov/system/photos/2020/06/21/1703388/original.jpg
49,33015,GLOBE Observer App,6/21/20 15:34,18SUJ042255,39.05699921,-77.26249695,96.09999847,96.40000153,null,,null,(source: camera),https://data.globe.gov/system/photos/2020/06/21/1703402/original.jpg,TRUE,null,(source: camera),https://data.globe.gov/system/photos/2020/06/21/1703398/original.jpg,(none),TRUE,FALSE,null,(source: camera),https://data.globe.gov/system/photos/2020/06/21/1703397/original.jpg,FALSE,FALSE,null,(source: camera),https://data.globe.gov/system/photos/2020/06/21/1703399/original.jpg,FALSE,(source: camera),https://data.globe.gov/system/photos/2020/06/21/1703401/original.jpg,null,(source: camera),https://data.globe.gov/system/photos/2020/06/21/1703400/original.jpg
