OBJECTID,LandCoverID,MeasuredTime,SiteName,MeasuredLatitude,MeasuredLogitude,Elevation,MeasuredElevation,MucDescription
1027,34767,7/8/20 23:22,17TLH221155,42.57189941,-83.16670227,221.3000031,219.5,null
1028,34768,7/8/20 23:27,17TLH221151,42.56840134,-83.16639709,218.6000061,217.5,null
1029,34769,7/8/20 23:32,17TLH223147,42.5644989,-83.16419983,215.5,214.199997,null
1030,34770,7/8/20 23:39,17TLH226159,42.57559967,-83.16149902,217.699997,217.3000031,null
1031,34771,7/8/20 23:41,17TLH227157,42.57369995,-83.16010284,216.199997,215.8999939,null
1032,34772,7/8/20 23:49,17TLH224151,42.56850052,-83.16300201,215,215.8999939,null
1033,34774,7/9/20 0:06,17TLH230165,42.5807991,-83.15630341,216.199997,215.8000031,null
1034,34775,7/9/20 0:11,17TLH231160,42.57649994,-83.15550232,213.5,213.3999939,null
1035,34798,7/1/20 22:09,18SUJ058263,39.0646019,-77.2437973,96.30000305,95.19999695,null
1036,34799,7/1/20 22:12,18SUJ054260,39.06190109,-77.24880219,98.59999847,99.80000305,null
1037,34800,7/1/20 22:14,18SUJ053267,39.06790161,-77.24939728,96.90000153,99.69999695,null
1038,34801,7/1/20 22:17,18SUJ050263,39.06420135,-77.25289917,87.40000153,85.59999847,null
1039,34802,7/1/20 22:19,18SUJ046266,39.06750107,-77.25839996,97.30000305,97.09999847,null
1040,34803,7/1/20 22:21,18SUJ043269,39.06940079,-77.2614975,107.5,104.199997,null
1041,34805,7/1/20 22:27,18SUJ050271,39.07170105,-77.25350189,99.80000305,96.19999695,null
1042,34857,6/22/20 23:39,18TWK488747,40.42160034,-74.42469788,39.59999847,39.70000076,null
1043,34858,6/22/20 23:43,18TWK487741,40.41640091,-74.42559814,34.40000153,33.59999847,null
1044,34862,6/22/20 23:47,18TWK488744,40.41939926,-74.42369843,35.90000153,36.59999847,null
1045,34863,6/22/20 23:51,18TWK486751,40.42520142,-74.42669678,30.200000760000002,29.89999962,null
1046,34864,6/22/20 23:54,18TWK486753,40.42779922,-74.42690277,30.700000760000002,30.700000760000002,null
1047,34865,6/23/20 23:29,18TWK492744,40.41899872,-74.41950226,35.40000153,36.59999847,"Urban, Roads and Parking"
